run_key,dataset_name,seed,setting_name,label_noise,missing_rate,imbalance_level,model_name,mitigation,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,observed_majority_class,desired_nonmajority,actual_nonmajority,imbalance_feasible,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
allhypo__seed3__noise_only__LogisticRegression__class_weight,allhypo,3,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,0.0476,2827,565,1,723,723,True,0.48462354188759277,0.6337782242632989,0.32593125998092193,0.5983716311803775,0.20739511058669255,0.6666666666666666
allhypo__seed3__noise_only__LogisticRegression__random_oversample,allhypo,3,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,1.0708,2827,565,1,723,723,True,0.4878048780487805,0.6283645873198113,0.32538321695398015,0.6023869577296442,0.2083356514491878,0.6666666666666666
allhypo__seed3__noise_only__RandomForest__none,allhypo,3,noise_only,0.2,0.0,natural,RandomForest,none,0.5353,2827,565,1,723,723,True,0.9501590668080594,0.6497161627758642,0.7120515375217124,0.9441260038047512,0.5970526119812741,0.5416666666666666
allhypo__seed3__noise_only__RandomForest__class_weight,allhypo,3,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.5404,2827,565,1,723,723,True,0.9469777306468717,0.6288828294425309,0.6913134660583751,0.9395175685025143,0.5635608892908109,0.5416666666666666
allhypo__seed3__noise_only__RandomForest__random_oversample,allhypo,3,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.6919,2827,565,1,723,723,True,0.9300106044538706,0.7161548029085343,0.6867436952068613,0.9318779839609667,0.5410103594610268,0.7083333333333334
allhypo__seed3__noise_only__XGBoost__none,allhypo,3,noise_only,0.2,0.0,natural,XGBoost,none,0.5621,2827,565,1,723,723,True,0.9703075291622482,0.782426010970787,0.8349952516619185,0.9687334777472635,0.77834303324917,0.625
allhypo__seed3__noise_only__XGBoost__class_weight,allhypo,3,noise_only,0.2,0.0,natural,XGBoost,class_weight,0.4599,2827,565,1,723,723,True,0.823966065747614,0.7894342390611048,0.5529177753072916,0.8662050019813957,0.4541621737376384,0.7083333333333334
allhypo__seed3__noise_only__XGBoost__random_oversample,allhypo,3,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.6686,2827,565,1,723,723,True,0.8313891834570519,0.7786069651741293,0.5540236730778411,0.8701074581396543,0.45619906896852075,0.6666666666666666
allhypo__seed3__noise_only__LightGBM__none,allhypo,3,noise_only,0.2,0.0,natural,LightGBM,none,0.4657,2827,565,1,723,723,True,0.9607635206786851,0.7724199515244292,0.7857449856733524,0.9602615562719723,0.7214905273160868,0.625
allhypo__seed3__noise_only__LightGBM__class_weight,allhypo,3,noise_only,0.2,0.0,natural,LightGBM,class_weight,0.6112,2827,565,1,723,723,True,0.8282078472958643,0.7975267891312668,0.5627870857534732,0.8666647634248763,0.446460313289529,0.7083333333333334
allhypo__seed3__noise_only__LightGBM__random_oversample,allhypo,3,noise_only,0.2,0.0,natural,LightGBM,random_oversample,0.4983,2827,565,1,723,723,True,0.8504772004241782,0.7523041842071693,0.5641138556955149,0.8819855186699743,0.45685136139403804,0.625
allhypo__seed3__missing_only__LogisticRegression__none,allhypo,3,missing_only,0.0,0.2,natural,LogisticRegression,none,0.04,2827,0,1,217,217,True,0.9257688229056203,0.3804136369434877,0.40408805031446543,0.8997007314500661,0.22164954398787193,0.041666666666666664
allhypo__seed3__missing_only__LogisticRegression__class_weight,allhypo,3,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,0.0597,2827,0,1,217,217,True,0.6903499469777307,0.5698430922311519,0.3932766397284499,0.769241573795908,0.19424867395447043,0.625
allhypo__seed3__missing_only__LogisticRegression__random_oversample,allhypo,3,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,1.135,2827,0,1,217,217,True,0.679745493107105,0.6192754177828804,0.4075952780441035,0.7612866771253898,0.21932873521928814,0.7083333333333334
allhypo__seed3__missing_only__RandomForest__none,allhypo,3,missing_only,0.0,0.2,natural,RandomForest,none,0.4969,2827,0,1,217,217,True,0.9321314952279958,0.3958333333333333,0.4316989843028624,0.9061712046483346,0.3230037195101944,0.041666666666666664
allhypo__seed3__missing_only__RandomForest__class_weight,allhypo,3,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.5083,2827,0,1,217,217,True,0.9257688229056203,0.3541666666666667,0.3607283266507486,0.8920798311810311,0.16213565803082405,0.041666666666666664
allhypo__seed3__missing_only__RandomForest__random_oversample,allhypo,3,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.6312,2827,0,1,217,217,True,0.9395546129374337,0.5401358591657098,0.6128769559717403,0.9234267036838971,0.4527083495802936,0.4583333333333333
allhypo__seed3__missing_only__XGBoost__none,allhypo,3,missing_only,0.0,0.2,natural,XGBoost,none,0.4599,2827,0,1,217,217,True,0.9554612937433722,0.6636050516647531,0.730760922562289,0.9509130120825274,0.6480910824755513,0.4166666666666667
allhypo__seed3__missing_only__XGBoost__class_weight,allhypo,3,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.3929,2827,0,1,217,217,True,0.9448568398727466,0.7863646511034571,0.7544742709851571,0.9480728784274434,0.6609549505724648,0.625
allhypo__seed3__missing_only__XGBoost__random_oversample,allhypo,3,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.5103,2827,0,1,217,217,True,0.9554612937433722,0.8430683122847302,0.8020928831213551,0.9583678958836932,0.7342454773050388,0.6666666666666666
allhypo__seed3__missing_only__LightGBM__none,allhypo,3,missing_only,0.0,0.2,natural,LightGBM,none,0.6944,2827,0,1,217,217,True,0.9597030752916225,0.7249569460390356,0.7660023466032092,0.9575303162204928,0.6987323229174864,0.5
allhypo__seed3__missing_only__LightGBM__class_weight,allhypo,3,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.645,2827,0,1,217,217,True,0.9607635206786851,0.7921051792320449,0.7890069477983127,0.9610750278253061,0.73214656158244,0.625
allhypo__seed3__missing_only__LightGBM__random_oversample,allhypo,3,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.7375,2827,0,1,217,217,True,0.9671261930010604,0.83453724964919,0.8319604993476822,0.9674285770082526,0.7756335678751759,0.7083333333333334
allhypo__seed3__imbalance_only__LogisticRegression__none,allhypo,3,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,0.0369,2827,0,1,217,217,True,0.9384941675503712,0.5308952034698303,0.5899444242150059,0.9283355957034146,0.47242216219717376,0.20833333333333334
allhypo__seed3__imbalance_only__LogisticRegression__class_weight,allhypo,3,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,0.0575,2827,0,1,217,217,True,0.8016967126193001,0.7555332312794999,0.5272766884531591,0.8473094490535699,0.3902747680145624,0.75
allhypo__seed3__imbalance_only__LogisticRegression__random_oversample,allhypo,3,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.1018,2827,0,1,217,217,True,0.7985153764581124,0.7675086107921928,0.5294624328375819,0.8450622217360764,0.3964888839823626,0.75
allhypo__seed3__imbalance_only__RandomForest__none,allhypo,3,imbalance_only,0.0,0.0,0.8,RandomForest,none,0.5035,2827,0,1,217,217,True,0.9639448568398727,0.7210741165965047,0.7936100413635714,0.9600002904086639,0.7180260364021536,0.625
allhypo__seed3__imbalance_only__RandomForest__class_weight,allhypo,3,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,0.4709,2827,0,1,217,217,True,0.9575821845174973,0.6801728536803164,0.7663680249594198,0.9490563887033874,0.6560621976168841,0.7083333333333334
allhypo__seed3__imbalance_only__RandomForest__random_oversample,allhypo,3,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,0.5779,2827,0,1,217,217,True,0.9618239660657476,0.7812779053450695,0.8199937185601267,0.9589528941405018,0.7098744518230906,0.8333333333333334
allhypo__seed3__imbalance_only__XGBoost__none,allhypo,3,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.4335,2827,0,1,217,217,True,0.9883351007423118,0.9020123740272994,0.9317453027633936,0.9880404894454974,0.916734634931829,0.7916666666666666
allhypo__seed3__imbalance_only__XGBoost__class_weight,allhypo,3,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.4434,2827,0,1,217,217,True,0.985153764581124,0.9078087128460264,0.916617399139149,0.9850789201774953,0.8959725169744981,0.8333333333333334
allhypo__seed3__imbalance_only__XGBoost__random_oversample,allhypo,3,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.5744,2827,0,1,217,217,True,0.9862142099681867,0.9081914147212654,0.92325096069303,0.9861036779525082,0.9028488299243251,0.8333333333333334
allhypo__seed3__imbalance_only__LightGBM__none,allhypo,3,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.6635,2827,0,1,217,217,True,0.9893955461293743,0.9159012629161883,0.9403918914228192,0.9892124555897774,0.9246251441826103,0.8333333333333334
allhypo__seed3__imbalance_only__LightGBM__class_weight,allhypo,3,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.5281,2827,0,1,217,217,True,0.9872746553552492,0.9016296721520601,0.9218984217861718,0.9870428429157315,0.9098774435455725,0.7916666666666666
allhypo__seed3__imbalance_only__LightGBM__random_oversample,allhypo,3,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.7168,2827,0,1,217,217,True,0.9872746553552492,0.9016296721520601,0.9255075069276062,0.9870827990791015,0.9099083640361855,0.7916666666666666
allhypo__seed3__noise_imbalance__LogisticRegression__none,allhypo,3,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,0.037,2649,565,1,530,530,True,0.9247083775185578,0.34027777777777773,0.33388490531347675,0.8895539987798737,0.11384322602695171,0.0
allhypo__seed3__noise_imbalance__LogisticRegression__class_weight,allhypo,3,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,0.0371,2649,565,1,530,530,True,0.5079533404029692,0.6352532210741165,0.3358733948159429,0.6200168513111167,0.21621103780550674,0.625
allhypo__seed3__noise_imbalance__LogisticRegression__random_oversample,allhypo,3,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.071,2649,565,1,530,530,True,0.5164369034994698,0.6182469064931753,0.3375794429335279,0.6294390645364626,0.21449944006881058,0.5833333333333334
allhypo__seed3__noise_imbalance__RandomForest__none,allhypo,3,noise_imbalance,0.2,0.0,0.8,RandomForest,none,0.5259,2649,565,1,530,530,True,0.926829268292683,0.49387676999617297,0.5388899173145748,0.9157255590109786,0.3654526667246012,0.20833333333333334
allhypo__seed3__noise_imbalance__RandomForest__class_weight,allhypo,3,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,0.5115,2649,565,1,530,530,True,0.9236479321314952,0.45297550707998474,0.4967246988481491,0.9083655322521136,0.29695344945342883,0.16666666666666666
allhypo__seed3__noise_imbalance__RandomForest__random_oversample,allhypo,3,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,0.6585,2649,565,1,530,530,True,0.9225874867444327,0.592685610409491,0.5980202482490812,0.9209337699241629,0.4401380586913381,0.4166666666666667
allhypo__seed3__noise_imbalance__XGBoost__none,allhypo,3,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.4544,2649,565,1,530,530,True,0.9480381760339343,0.6076667942339584,0.6748891631244572,0.9417452549322052,0.5797673739849105,0.3333333333333333
allhypo__seed3__noise_imbalance__XGBoost__class_weight,allhypo,3,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.5431,2649,565,1,530,530,True,0.8462354188759279,0.7515387804566909,0.5573449109207297,0.879859011828456,0.4452067316925625,0.7083333333333334
allhypo__seed3__noise_imbalance__XGBoost__random_oversample,allhypo,3,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.6376,2649,565,1,530,530,True,0.8663838812301167,0.731415040183697,0.5704472025825886,0.8941851135952771,0.47601018846619036,0.5833333333333334
allhypo__seed3__noise_imbalance__LightGBM__none,allhypo,3,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.5652,2649,565,1,530,530,True,0.9490986214209968,0.6682532848577626,0.6985214876355631,0.9464893906422933,0.6183902464651325,0.4583333333333333
allhypo__seed3__noise_imbalance__LightGBM__class_weight,allhypo,3,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.5413,2649,565,1,530,530,True,0.8738069989395546,0.7680507717821151,0.5955249636884202,0.8978875493069884,0.4887695938745368,0.7083333333333334
allhypo__seed3__noise_imbalance__LightGBM__random_oversample,allhypo,3,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.7584,2649,565,1,530,530,True,0.8886532343584306,0.7332727388697537,0.599460303912337,0.9079369038849965,0.4977506172469189,0.625
allhypo__seed3__all_three__LogisticRegression__none,allhypo,3,all_three,0.2,0.2,0.8,LogisticRegression,none,0.0422,2660,565,1,532,532,True,0.9236479321314952,0.3333333333333333,0.3201029033443587,0.8869871542299144,0.0,0.0
allhypo__seed3__all_three__LogisticRegression__class_weight,allhypo,3,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,0.0397,2660,565,1,532,532,True,0.41675503711558853,0.5622050006378364,0.28429276451323543,0.5347298812906025,0.17349720547421588,0.5416666666666666
allhypo__seed3__all_three__LogisticRegression__random_oversample,allhypo,3,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,1.0533,2660,565,1,532,532,True,0.4369034994697773,0.5416985584896032,0.2884887401288199,0.5537606299417155,0.16946873277279978,0.375
allhypo__seed3__all_three__RandomForest__none,allhypo,3,all_three,0.2,0.2,0.8,RandomForest,none,0.5508,2660,565,1,532,532,True,0.926829268292683,0.3676728536803164,0.38574733171748093,0.8963268709610172,0.20122342906397367,0.041666666666666664
allhypo__seed3__all_three__RandomForest__class_weight,allhypo,3,all_three,0.2,0.2,0.8,RandomForest,class_weight,0.5619,2660,565,1,532,532,True,0.9247083775185578,0.34027777777777773,0.33388490531347675,0.8895539987798737,0.11384322602695171,0.0
allhypo__seed3__all_three__RandomForest__random_oversample,allhypo,3,all_three,0.2,0.2,0.8,RandomForest,random_oversample,0.6891,2660,565,1,532,532,True,0.9278897136797455,0.421314899859676,0.469933082613839,0.9060464597419172,0.27631732253035635,0.125
allhypo__seed3__all_three__XGBoost__none,allhypo,3,all_three,0.2,0.2,0.8,XGBoost,none,0.5628,2660,565,1,532,532,True,0.9427359490986215,0.546314899859676,0.6274789215688674,0.9320797008399336,0.5042730257658237,0.2916666666666667
allhypo__seed3__all_three__XGBoost__class_weight,allhypo,3,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.5433,2660,565,1,532,532,True,0.8748674443266172,0.7282976144916443,0.5865339531472594,0.8961095076547171,0.45113476186279544,0.625
allhypo__seed3__all_three__XGBoost__random_oversample,allhypo,3,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.5168,2660,565,1,532,532,True,0.8600212089077413,0.7233224901135348,0.5704365183375678,0.8840887669314125,0.4113481558581281,0.6666666666666666
allhypo__seed3__all_three__LightGBM__none,allhypo,3,all_three,0.2,0.2,0.8,LightGBM,none,0.4862,2660,565,1,532,532,True,0.9448568398727466,0.5602037887485649,0.6433965607506745,0.9349866569910795,0.5274568257117105,0.2916666666666667
allhypo__seed3__all_three__LightGBM__class_weight,allhypo,3,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.5618,2660,565,1,532,532,True,0.8950159066808059,0.7494578390100779,0.6351272332621598,0.9074825241353063,0.4707918083734589,0.7083333333333334
allhypo__seed3__all_three__LightGBM__random_oversample,allhypo,3,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.6355,2660,565,1,532,532,True,0.8939554612937434,0.6622416762342135,0.5936708338386493,0.9039520249311195,0.41181035569505386,0.5416666666666666
allhypo__seed4__clean__LogisticRegression__none,allhypo,4,clean,0.0,0.0,natural,LogisticRegression,none,0.0475,2827,0,1,217,217,True,0.9384941675503712,0.5517285368031636,0.6155664752432262,0.9285419400154933,0.4704247373316312,0.3333333333333333
allhypo__seed4__clean__LogisticRegression__class_weight,allhypo,4,clean,0.0,0.0,natural,LogisticRegression,class_weight,0.058,2827,0,1,217,217,True,0.7868504772004242,0.7239284347493302,0.5029774842197768,0.8366272139434665,0.35163920450596664,0.75
allhypo__seed4__clean__LogisticRegression__random_oversample,allhypo,4,clean,0.0,0.0,natural,LogisticRegression,random_oversample,1.0914,2827,0,1,217,217,True,0.782608695652174,0.709274142109963,0.4954110369534113,0.8341542995245225,0.3406422913816586,0.75
allhypo__seed4__clean__RandomForest__none,allhypo,4,clean,0.0,0.0,natural,RandomForest,none,0.4622,2827,0,1,217,217,True,0.9618239660657476,0.7068025258323766,0.7882767317476193,0.9575799250130418,0.6983033615509371,0.5833333333333334
allhypo__seed4__clean__RandomForest__class_weight,allhypo,4,clean,0.0,0.0,natural,RandomForest,class_weight,0.4604,2827,0,1,217,217,True,0.9544008483563097,0.6315617425692053,0.7312458535116976,0.9454788219164154,0.6230986378981591,0.5416666666666666
allhypo__seed4__clean__RandomForest__random_oversample,allhypo,4,clean,0.0,0.0,natural,RandomForest,random_oversample,0.537,2827,0,1,217,217,True,0.9575821845174973,0.6855864906238041,0.7670634730131298,0.952388877978129,0.6594663826788747,0.5833333333333334
allhypo__seed4__clean__XGBoost__none,allhypo,4,clean,0.0,0.0,natural,XGBoost,none,0.4343,2827,0,1,217,217,True,0.9798515376458112,0.8518704554152315,0.872055551577081,0.9795397929532256,0.85894852434951,0.6666666666666666
allhypo__seed4__clean__XGBoost__class_weight,allhypo,4,clean,0.0,0.0,natural,XGBoost,class_weight,0.3454,2827,0,1,217,217,True,0.9787910922587487,0.905129799719352,0.8861843137245707,0.9794920137159965,0.8622895051137428,0.7916666666666666
allhypo__seed4__clean__XGBoost__random_oversample,allhypo,4,clean,0.0,0.0,natural,XGBoost,random_oversample,0.6099,2827,0,1,217,217,True,0.9798515376458112,0.8649939405536421,0.864808138579113,0.9798404170554633,0.8637711356769997,0.6666666666666666
allhypo__seed4__clean__LightGBM__none,allhypo,4,clean,0.0,0.0,natural,LightGBM,none,0.3712,2827,0,1,217,217,True,0.9862142099681867,0.8742345962495217,0.8977774225916159,0.9857182393866406,0.9018847574151914,0.7083333333333334
allhypo__seed4__clean__LightGBM__class_weight,allhypo,4,clean,0.0,0.0,natural,LightGBM,class_weight,0.4448,2827,0,1,217,217,True,0.9872746553552492,0.9081914147212654,0.9075462268865567,0.987298662439724,0.912653515718336,0.7916666666666666
allhypo__seed4__clean__LightGBM__random_oversample,allhypo,4,clean,0.0,0.0,natural,LightGBM,random_oversample,0.5961,2827,0,1,217,217,True,0.9819724284199364,0.8727037887485648,0.879773160006886,0.9819519679718703,0.8762953060638137,0.7083333333333334
