run_key,dataset_name,seed,setting_name,label_noise,missing_rate,imbalance_level,model_name,mitigation,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,observed_majority_class,desired_nonmajority,actual_nonmajority,imbalance_feasible,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
splice__seed1__noise_only__RandomForest__class_weight,splice,1,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.5045,2391,478,2,1271,1271,True,0.9159347553324969,0.9002832789538914,0.9058943949134304,0.9152521333750814,0.8626413383896117,0.9109947643979057
splice__seed1__noise_only__RandomForest__random_oversample,splice,1,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.5628,2391,478,2,1271,1271,True,0.9209535759096612,0.9137716990835588,0.9120910676258028,0.9210215214847822,0.871739070194007,0.9267015706806283
splice__seed1__noise_only__XGBoost__none,splice,1,noise_only,0.2,0.0,natural,XGBoost,none,0.5766,2391,478,2,1271,1271,True,0.9196988707653702,0.909215444815405,0.9095134740023042,0.9196108817681129,0.869363611582683,0.9109947643979057
splice__seed1__noise_only__XGBoost__class_weight,splice,1,noise_only,0.2,0.0,natural,XGBoost,class_weight,0.5748,2391,478,2,1271,1271,True,0.9222082810539524,0.9211026485739097,0.9146069037694654,0.9226211526048971,0.8750605261491939,0.9319371727748691
splice__seed1__noise_only__XGBoost__random_oversample,splice,1,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.6344,2391,478,2,1271,1271,True,0.9234629861982434,0.9190967479829021,0.9150557740418858,0.9237522582186348,0.8764132540054593,0.9214659685863874
splice__seed1__noise_only__LightGBM__none,splice,1,noise_only,0.2,0.0,natural,LightGBM,none,0.5079,2391,478,2,1271,1271,True,0.9146800501882058,0.9050456955931573,0.905033451201089,0.9146886735912593,0.8612839964160106,0.900523560209424
splice__seed1__noise_only__LightGBM__class_weight,splice,1,noise_only,0.2,0.0,natural,LightGBM,class_weight,0.805,2391,478,2,1271,1271,True,0.9159347553324969,0.9105238184063872,0.9061978811421417,0.9163279416857943,0.8643787770203256,0.9109947643979057
splice__seed1__noise_only__LightGBM__random_oversample,splice,1,noise_only,0.2,0.0,natural,LightGBM,random_oversample,0.5494,2391,478,2,1271,1271,True,0.9234629861982434,0.917234831718812,0.9147711714366936,0.9236107485242886,0.8760009578331936,0.9214659685863874
splice__seed1__missing_only__LogisticRegression__none,splice,1,missing_only,0.0,0.2,natural,LogisticRegression,none,1.0453,2391,0,2,1150,1150,True,0.7440401505646174,0.7216810624646955,0.7241741664919411,0.743194843667502,0.5816122203519706,0.7172774869109948
splice__seed1__missing_only__LogisticRegression__class_weight,splice,1,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,1.0442,2391,0,2,1150,1150,True,0.7289836888331243,0.7409698246789928,0.7203640917966937,0.7315807735454251,0.5808250234594322,0.7696335078534031
splice__seed1__missing_only__LogisticRegression__random_oversample,splice,1,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,1.0445,2391,0,2,1150,1150,True,0.7352572145545797,0.7487557804503798,0.72691977495974,0.7378808038909153,0.5919742722959326,0.7905759162303665
splice__seed1__missing_only__RandomForest__none,splice,1,missing_only,0.0,0.2,natural,RandomForest,none,0.5171,2391,0,2,1150,1150,True,0.8983688833124216,0.8777851021406109,0.8887713962162302,0.8973267959035889,0.8336488912744304,0.8795811518324608
splice__seed1__missing_only__RandomForest__class_weight,splice,1,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.5279,2391,0,2,1150,1150,True,0.903387703889586,0.8810238932308133,0.8934776772420007,0.9021189753673199,0.8422847306239959,0.8900523560209425
splice__seed1__missing_only__RandomForest__random_oversample,splice,1,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.6412,2391,0,2,1150,1150,True,0.9196988707653702,0.9204051215738844,0.9130969060642004,0.9201252928918443,0.8712696634227117,0.9214659685863874
splice__seed1__missing_only__XGBoost__none,splice,1,missing_only,0.0,0.2,natural,XGBoost,none,0.4787,2391,0,2,1150,1150,True,0.9335006273525721,0.9320637683267151,0.9271033657817694,0.9337697077377064,0.8928204703187858,0.9267015706806283
splice__seed1__missing_only__XGBoost__class_weight,splice,1,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.5188,2391,0,2,1150,1150,True,0.9297365119196989,0.9305974466955004,0.9228448963549338,0.9302255765521152,0.88757845684115,0.93717277486911
splice__seed1__missing_only__XGBoost__random_oversample,splice,1,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.5597,2391,0,2,1150,1150,True,0.9247176913425345,0.9283259720852198,0.9184682137178538,0.9252472486198607,0.880221747699122,0.9476439790575916
splice__seed1__missing_only__LightGBM__none,splice,1,missing_only,0.0,0.2,natural,LightGBM,none,0.7088,2391,0,2,1150,1150,True,0.9360100376411543,0.9355632593098449,0.9297381297381299,0.9363142402038261,0.8970888353969453,0.9424083769633508
splice__seed1__missing_only__LightGBM__class_weight,splice,1,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.7109,2391,0,2,1150,1150,True,0.9360100376411543,0.9383652232929492,0.9304264253438821,0.936389460533874,0.8976832281081102,0.9476439790575916
splice__seed1__missing_only__LightGBM__random_oversample,splice,1,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.8193,2391,0,2,1150,1150,True,0.9297365119196989,0.9362104642486785,0.9249623169181135,0.9302194045735661,0.8887385095265168,0.9528795811518325
splice__seed1__imbalance_only__LogisticRegression__none,splice,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,0.0386,1551,0,2,310,310,True,0.7076537013801757,0.6243223647047912,0.6525928869688061,0.6894143501057856,0.5089289546775173,0.450261780104712
splice__seed1__imbalance_only__LogisticRegression__class_weight,splice,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,0.0373,1551,0,2,310,310,True,0.7578419071518193,0.7520043197932739,0.7412877851596992,0.7602234178212064,0.6159324933284341,0.7486910994764397
splice__seed1__imbalance_only__LogisticRegression__random_oversample,splice,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.0514,1551,0,2,310,310,True,0.7553324968632371,0.7494630557030967,0.7387504587904244,0.757678802134979,0.611883993839976,0.7486910994764397
splice__seed1__imbalance_only__RandomForest__none,splice,1,imbalance_only,0.0,0.0,0.8,RandomForest,none,0.4393,1551,0,2,310,310,True,0.7741530740276035,0.6868637289121583,0.7272976266232857,0.7555362944111722,0.6440684881962476,0.6335078534031413
splice__seed1__imbalance_only__RandomForest__class_weight,splice,1,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,0.4474,1551,0,2,310,310,True,0.7340025094102886,0.631162739965096,0.6680717158608621,0.7056499170196515,0.5791983664642681,0.5497382198952879
splice__seed1__imbalance_only__RandomForest__random_oversample,splice,1,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,0.5253,1551,0,2,310,310,True,0.8594730238393977,0.806068392687019,0.8401593510128834,0.8543269797597064,0.7759841333802705,0.7591623036649214
splice__seed1__imbalance_only__XGBoost__none,splice,1,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.3554,1551,0,2,310,310,True,0.9410288582183187,0.9256777406817243,0.933145224840489,0.940583353211698,0.9036972189999777,0.900523560209424
splice__seed1__imbalance_only__XGBoost__class_weight,splice,1,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.3642,1551,0,2,310,310,True,0.9435382685069009,0.9357484761109847,0.935608739694486,0.9434586757133178,0.9082643114235052,0.9476439790575916
splice__seed1__imbalance_only__XGBoost__random_oversample,splice,1,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.4445,1551,0,2,310,310,True,0.9410288582183187,0.9312998478218715,0.9329313012696865,0.9409140552375049,0.9038872895736676,0.9214659685863874
splice__seed1__imbalance_only__LightGBM__none,splice,1,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.5665,1551,0,2,310,310,True,0.9410288582183187,0.927576015293691,0.9333092642673008,0.9406405881310287,0.9036917952515313,0.9214659685863874
splice__seed1__imbalance_only__LightGBM__class_weight,splice,1,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.5941,1551,0,2,310,310,True,0.9422835633626098,0.9302339949498782,0.9339392162611159,0.942033676810859,0.9057786655542519,0.9162303664921466
splice__seed1__imbalance_only__LightGBM__random_oversample,splice,1,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.7761,1551,0,2,310,310,True,0.9422835633626098,0.9292666784699564,0.9326335948815799,0.9420824480164722,0.9059125889855112,0.8952879581151832
splice__seed1__noise_imbalance__LogisticRegression__none,splice,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,0.0288,1394,478,2,279,279,True,0.5859473023839398,0.43679140741583833,0.42314777562164724,0.5041962437812773,0.27771244184587995,0.15706806282722513
splice__seed1__noise_imbalance__LogisticRegression__class_weight,splice,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,0.0279,1394,478,2,279,279,True,0.6913425345043914,0.6952668544654373,0.6761215608783857,0.6964803411907857,0.5241381493981668,0.6910994764397905
splice__seed1__noise_imbalance__LogisticRegression__random_oversample,splice,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.0418,1394,478,2,279,279,True,0.6775407779171895,0.6713966769523906,0.656862002985765,0.6832742730992816,0.4978570579465191,0.6230366492146597
splice__seed1__noise_imbalance__RandomForest__none,splice,1,noise_imbalance,0.2,0.0,0.8,RandomForest,none,0.4237,1394,478,2,279,279,True,0.5570890840652447,0.386574864472941,0.3313984633168298,0.4353593464465655,0.21448775972371537,0.13089005235602094
splice__seed1__noise_imbalance__RandomForest__class_weight,splice,1,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,0.4227,1394,478,2,279,279,True,0.5558343789209536,0.3848023950139532,0.3293494842301852,0.4335865323773955,0.21158724905333007,0.1099476439790576
splice__seed1__noise_imbalance__RandomForest__random_oversample,splice,1,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,0.528,1394,478,2,279,279,True,0.6210790464240903,0.4753346812268677,0.4761457470571995,0.5488463793475967,0.3736025124818994,0.25654450261780104
splice__seed1__noise_imbalance__XGBoost__none,splice,1,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.3949,1394,478,2,279,279,True,0.6813048933500627,0.560738991324582,0.5897129186602871,0.6406985011290631,0.48265655360442067,0.3769633507853403
splice__seed1__noise_imbalance__XGBoost__class_weight,splice,1,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.4494,1394,478,2,279,279,True,0.8092848180677541,0.7410787679894781,0.7800373440584556,0.800517652338728,0.6934521323688486,0.643979057591623
splice__seed1__noise_imbalance__XGBoost__random_oversample,splice,1,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.5908,1394,478,2,279,279,True,0.7892095357590966,0.712306404970871,0.7518866425637843,0.7771084874673548,0.6609299593197088,0.6073298429319371
splice__seed1__noise_imbalance__LightGBM__none,splice,1,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.4344,1394,478,2,279,279,True,0.71267252195734,0.6061672979318949,0.6419344215150123,0.683488942460238,0.5350520576840366,0.4712041884816754
splice__seed1__noise_imbalance__LightGBM__class_weight,splice,1,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.654,1394,478,2,279,279,True,0.7691342534504392,0.6882524597212738,0.7260751139936811,0.7542696330884822,0.6257954248230657,0.6073298429319371
splice__seed1__noise_imbalance__LightGBM__random_oversample,splice,1,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.7596,1394,478,2,279,279,True,0.7503136762860728,0.6602216225729486,0.6981210375466423,0.7315519816085413,0.5949277236575805,0.5340314136125655
splice__seed1__all_three__LogisticRegression__none,splice,1,all_three,0.2,0.2,0.8,LogisticRegression,none,0.0332,1379,478,2,276,276,True,0.5771643663739021,0.42274944461306285,0.4000685529103827,0.4869535217992313,0.25612988127419906,0.14136125654450263
splice__seed1__all_three__LogisticRegression__class_weight,splice,1,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,0.0304,1379,478,2,276,276,True,0.6499372647427855,0.6602818246199762,0.6374960908676089,0.6557991460685506,0.4673119092039601,0.6701570680628273
splice__seed1__all_three__LogisticRegression__random_oversample,splice,1,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,1.0439,1379,478,2,276,276,True,0.6348808030112923,0.6459924669718661,0.6231934367908127,0.6404092806161331,0.44432160065955234,0.6858638743455497
splice__seed1__all_three__RandomForest__none,splice,1,all_three,0.2,0.2,0.8,RandomForest,none,0.4276,1379,478,2,276,276,True,0.5244667503136763,0.34028686736474695,0.24239474681168963,0.3662491714462769,0.0818768497869053,0.005235602094240838
splice__seed1__all_three__RandomForest__class_weight,splice,1,all_three,0.2,0.2,0.8,RandomForest,class_weight,0.4214,1379,478,2,276,276,True,0.5244667503136763,0.34028686736474695,0.2425320252479101,0.36650682600237233,0.07726679538495146,0.005235602094240838
splice__seed1__all_three__RandomForest__random_oversample,splice,1,all_three,0.2,0.2,0.8,RandomForest,random_oversample,0.5191,1379,478,2,276,276,True,0.5495608531994981,0.3751181646305992,0.31113552758759155,0.4193302659522361,0.19829401558756124,0.06806282722513089
splice__seed1__all_three__XGBoost__none,splice,1,all_three,0.2,0.2,0.8,XGBoost,none,0.3702,1379,478,2,276,276,True,0.6373902132998746,0.497895036084343,0.5085011511506723,0.5750342467785743,0.4049862472949143,0.2513089005235602
splice__seed1__all_three__XGBoost__class_weight,splice,1,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.4333,1379,478,2,276,276,True,0.7365119196988708,0.6409607877852813,0.6765857494261196,0.7140651068788394,0.5712843242856491,0.4397905759162304
splice__seed1__all_three__XGBoost__random_oversample,splice,1,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.4862,1379,478,2,276,276,True,0.7151819322459222,0.6142215941185893,0.6500869567791258,0.6895296218364549,0.534652264381789,0.4293193717277487
splice__seed1__all_three__LightGBM__none,splice,1,all_three,0.2,0.2,0.8,LightGBM,none,0.6088,1379,478,2,276,276,True,0.644918444165621,0.5092790192309313,0.5240640342880903,0.5874439068302422,0.4174543671569409,0.27225130890052357
splice__seed1__all_three__LightGBM__class_weight,splice,1,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.5909,1379,478,2,276,276,True,0.698870765370138,0.5897266063012706,0.6213297783505337,0.6671004154692587,0.5061115748506304,0.39267015706806285
splice__seed1__all_three__LightGBM__random_oversample,splice,1,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.8513,1379,478,2,276,276,True,0.7026348808030113,0.5931002921314211,0.6256893870214869,0.6708921434029581,0.5148969798381224,0.4083769633507853
splice__seed2__clean__LogisticRegression__none,splice,2,clean,0.0,0.0,natural,LogisticRegression,none,1.041,2391,0,2,1150,1150,True,0.8255959849435383,0.8188928777685037,0.8149736938230149,0.8259591898683101,0.7183353135288995,0.8272251308900523
splice__seed2__clean__LogisticRegression__class_weight,splice,2,clean,0.0,0.0,natural,LogisticRegression,class_weight,1.0415,2391,0,2,1150,1150,True,0.8268506900878294,0.8458466647275548,0.8214913533354,0.8284075912063841,0.7350896575937451,0.8743455497382199
splice__seed2__clean__LogisticRegression__random_oversample,splice,2,clean,0.0,0.0,natural,LogisticRegression,random_oversample,1.0515,2391,0,2,1150,1150,True,0.8255959849435383,0.8422304581784151,0.819256329514126,0.8273371870365605,0.7321024402488023,0.8638743455497382
splice__seed2__clean__RandomForest__none,splice,2,clean,0.0,0.0,natural,RandomForest,none,0.4955,2391,0,2,1150,1150,True,0.9611041405269761,0.9545137308091155,0.9551928817697776,0.9609634330679853,0.936856516305711,0.9738219895287958
splice__seed2__clean__RandomForest__class_weight,splice,2,clean,0.0,0.0,natural,RandomForest,class_weight,0.4925,2391,0,2,1150,1150,True,0.9636135508155583,0.959856958882397,0.9601605436874149,0.9635186113692946,0.9408246666908268,0.9790575916230366
splice__seed2__clean__RandomForest__random_oversample,splice,2,clean,0.0,0.0,natural,RandomForest,random_oversample,0.5352,2391,0,2,1150,1150,True,0.9611041405269761,0.9582466529242649,0.9559470525573032,0.9611065073509998,0.9370260471677551,0.9790575916230366
splice__seed2__clean__XGBoost__none,splice,2,clean,0.0,0.0,natural,XGBoost,none,0.4444,2391,0,2,1150,1150,True,0.9698870765370138,0.9685466040249219,0.9654079356874458,0.9699558835121996,0.9513531511562482,0.9842931937172775
splice__seed2__clean__XGBoost__class_weight,splice,2,clean,0.0,0.0,natural,XGBoost,class_weight,0.4147,2391,0,2,1150,1150,True,0.9711417816813049,0.970291804723002,0.9662681144404383,0.9712450924461695,0.9535264221653375,0.9895287958115183
splice__seed2__clean__XGBoost__random_oversample,splice,2,clean,0.0,0.0,natural,XGBoost,random_oversample,0.5496,2391,0,2,1150,1150,True,0.9673776662484316,0.9650743818026996,0.9619249345530031,0.9674417769651721,0.9473107337996286,0.9842931937172775
splice__seed2__clean__LightGBM__none,splice,2,clean,0.0,0.0,natural,LightGBM,none,0.6958,2391,0,2,1150,1150,True,0.9698870765370138,0.9685375144379527,0.9658642997295178,0.9699501386352029,0.9512603458112388,0.9790575916230366
splice__seed2__clean__LightGBM__class_weight,splice,2,clean,0.0,0.0,natural,LightGBM,class_weight,0.4493,2391,0,2,1150,1150,True,0.972396486825596,0.972018826247144,0.9684556232881382,0.9724857251525472,0.9554348709698334,0.9842931937172775
splice__seed2__clean__LightGBM__random_oversample,splice,2,clean,0.0,0.0,natural,LightGBM,random_oversample,0.8069,2391,0,2,1150,1150,True,0.9698870765370138,0.9694775621569668,0.9654841623487148,0.9699954359724742,0.9514369129984627,0.9842931937172775
splice__seed2__noise_only__LogisticRegression__none,splice,2,noise_only,0.2,0.0,natural,LogisticRegression,none,1.0303,2391,478,2,1273,1273,True,0.7892095357590966,0.774076866816737,0.7723346822941716,0.7891203844987261,0.6584499679403435,0.7958115183246073
splice__seed2__noise_only__LogisticRegression__class_weight,splice,2,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,1.0295,2391,478,2,1273,1273,True,0.7628607277289837,0.7955288189965518,0.7578063309875112,0.7653501209377149,0.6529769783884637,0.9057591623036649
splice__seed2__noise_only__LogisticRegression__random_oversample,splice,2,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,1.0412,2391,478,2,1273,1273,True,0.7490589711417817,0.7782298859296355,0.7428843935950047,0.7524418385787327,0.6304260099970393,0.8691099476439791
splice__seed2__noise_only__RandomForest__none,splice,2,noise_only,0.2,0.0,natural,RandomForest,none,0.5297,2391,478,2,1273,1273,True,0.9222082810539524,0.90618913928725,0.9092767282844095,0.9215710074974519,0.8731982861185612,0.9214659685863874
splice__seed2__noise_only__RandomForest__class_weight,splice,2,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.5243,2391,478,2,1273,1273,True,0.9121706398996235,0.893231208530406,0.8973438600938332,0.9110273318657179,0.8568337369438624,0.9214659685863874
splice__seed2__noise_only__RandomForest__random_oversample,splice,2,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.6126,2391,478,2,1273,1273,True,0.9146800501882058,0.9013673109998229,0.9012860964227584,0.9143435053172513,0.8615948096313725,0.9267015706806283
splice__seed2__noise_only__XGBoost__none,splice,2,noise_only,0.2,0.0,natural,XGBoost,none,0.6014,2391,478,2,1273,1273,True,0.918444165621079,0.9056628653750497,0.9050542641076488,0.9180430229999025,0.8677059046372765,0.93717277486911
splice__seed2__noise_only__XGBoost__class_weight,splice,2,noise_only,0.2,0.0,natural,XGBoost,class_weight,0.5914,2391,478,2,1273,1273,True,0.9259723964868256,0.919830633330804,0.9147498770108068,0.9262159107124833,0.881031808876713,0.9528795811518325
splice__seed2__noise_only__XGBoost__random_oversample,splice,2,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.638,2391,478,2,1273,1273,True,0.9247176913425345,0.9152834686496193,0.9121701650693188,0.9247668078580557,0.8784059855913144,0.9424083769633508
splice__seed2__noise_only__LightGBM__none,splice,2,noise_only,0.2,0.0,natural,LightGBM,none,0.6941,2391,478,2,1273,1273,True,0.9159347553324969,0.902172463978889,0.9024346020943096,0.915517983071248,0.8634181418354068,0.9267015706806283
splice__seed2__noise_only__LightGBM__class_weight,splice,2,noise_only,0.2,0.0,natural,LightGBM,class_weight,0.69,2391,478,2,1273,1273,True,0.9247176913425345,0.9162053371946953,0.9120532741302269,0.9249827623988577,0.8785895980698637,0.93717277486911
splice__seed2__noise_only__LightGBM__random_oversample,splice,2,noise_only,0.2,0.0,natural,LightGBM,random_oversample,0.7729,2391,478,2,1273,1273,True,0.9222082810539524,0.9108893778823212,0.9098484173091492,0.9218214352824711,0.8739980659280469,0.9476439790575916
splice__seed2__missing_only__LogisticRegression__none,splice,2,missing_only,0.0,0.2,natural,LogisticRegression,none,1.0445,2391,0,2,1150,1150,True,0.766624843161857,0.7455197557562115,0.7494992297497332,0.765702123290103,0.6176901740892664,0.7382198952879581
splice__seed2__missing_only__LogisticRegression__class_weight,splice,2,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,1.0454,2391,0,2,1150,1150,True,0.7427854454203262,0.7648036438441629,0.7362813717666601,0.7455888047178589,0.611401293553345,0.8167539267015707
splice__seed2__missing_only__LogisticRegression__random_oversample,splice,2,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,1.0448,2391,0,2,1150,1150,True,0.7478042659974906,0.7717571778755765,0.7418846933797099,0.750505435794539,0.620545872578479,0.8219895287958116
splice__seed2__missing_only__RandomForest__none,splice,2,missing_only,0.0,0.2,natural,RandomForest,none,0.5439,2391,0,2,1150,1150,True,0.9021329987452948,0.8802823673605316,0.8903707975872924,0.90010259437493,0.8406480187067248,0.9267015706806283
splice__seed2__missing_only__RandomForest__class_weight,splice,2,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.5549,2391,0,2,1150,1150,True,0.9071518193224593,0.8853648955408858,0.8961811542631821,0.9052958260136889,0.8489589780521757,0.9267015706806283
splice__seed2__missing_only__RandomForest__random_oversample,splice,2,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.6006,2391,0,2,1150,1150,True,0.9196988707653702,0.9176758742865333,0.9113969993127827,0.9199837133763812,0.8714085970908593,0.9581151832460733
splice__seed2__missing_only__XGBoost__none,splice,2,missing_only,0.0,0.2,natural,XGBoost,none,0.3921,2391,0,2,1150,1150,True,0.9335006273525721,0.9321546641964068,0.9259985659290484,0.9336082748271494,0.8935463130274178,0.9790575916230366
splice__seed2__missing_only__XGBoost__class_weight,splice,2,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.505,2391,0,2,1150,1150,True,0.93099121706399,0.9333463222213791,0.9239476425150795,0.9313082050662557,0.8904440498373271,0.9842931937172775
splice__seed2__missing_only__XGBoost__random_oversample,splice,2,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.6047,2391,0,2,1150,1150,True,0.9347553324968633,0.9385546555547125,0.9276436156341172,0.9353024676235949,0.8970189986239832,0.9842931937172775
splice__seed2__missing_only__LightGBM__none,splice,2,missing_only,0.0,0.2,natural,LightGBM,none,0.6897,2391,0,2,1150,1150,True,0.9297365119196989,0.9297119364983012,0.9229179834132614,0.929982050264665,0.8873773153704755,0.9633507853403142
splice__seed2__missing_only__LightGBM__class_weight,splice,2,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.7185,2391,0,2,1150,1150,True,0.9272271016311167,0.9271706724081241,0.9189249400297276,0.9277315238041576,0.8840468178852903,0.9633507853403142
splice__seed2__missing_only__LightGBM__random_oversample,splice,2,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.6728,2391,0,2,1150,1150,True,0.9297365119196989,0.9306428946303463,0.9219172183697326,0.9302107747929601,0.8880079483905617,0.9633507853403142
splice__seed2__imbalance_only__LogisticRegression__none,splice,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,0.0383,1551,0,2,310,310,True,0.7503136762860728,0.6817336450666464,0.7117881589887137,0.7389784041513939,0.584856218360614,0.5916230366492147
splice__seed2__imbalance_only__LogisticRegression__class_weight,splice,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,0.0383,1551,0,2,310,310,True,0.8017565872020075,0.8008293655310216,0.7884834035276512,0.8033790604492684,0.6861148985307847,0.8429319371727748
splice__seed2__imbalance_only__LogisticRegression__random_oversample,splice,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.0513,1551,0,2,310,310,True,0.795483061480552,0.7930615889335728,0.7811951437386977,0.7971317505126781,0.675911526257813,0.8324607329842932
splice__seed2__imbalance_only__RandomForest__none,splice,2,imbalance_only,0.0,0.0,0.8,RandomForest,none,0.4547,1551,0,2,310,310,True,0.7779171894604768,0.692153868528214,0.73036668052415,0.7577115444771283,0.6525769773926812,0.680628272251309
splice__seed2__imbalance_only__RandomForest__class_weight,splice,2,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,0.4646,1551,0,2,310,310,True,0.7478042659974906,0.6504144851657941,0.6862360035672882,0.7193277371549115,0.6076055696926196,0.6387434554973822
splice__seed2__imbalance_only__RandomForest__random_oversample,splice,2,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,0.5316,1551,0,2,310,310,True,0.8444165621079046,0.7844040866783013,0.8176226552901236,0.8343771712370982,0.7555198392986134,0.8167539267015707
splice__seed2__imbalance_only__XGBoost__none,splice,2,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.3765,1551,0,2,310,310,True,0.9360100376411543,0.915036732470007,0.9274738912815831,0.9350281274771165,0.8961560852817202,0.9162303664921466
splice__seed2__imbalance_only__XGBoost__class_weight,splice,2,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.3544,1551,0,2,310,310,True,0.9560853199498118,0.9466201490586877,0.949363555126972,0.9557936427860613,0.9285442311439581,0.9633507853403142
splice__seed2__imbalance_only__XGBoost__random_oversample,splice,2,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.476,1551,0,2,310,310,True,0.9523212045169385,0.941402726138385,0.9462417438027194,0.9519254643409246,0.9223788996219688,0.9581151832460733
splice__seed2__imbalance_only__LightGBM__none,splice,2,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.4605,1551,0,2,310,310,True,0.9335006273525721,0.9125045579667991,0.9220760624877445,0.9323529724726434,0.8918227691619679,0.9214659685863874
splice__seed2__imbalance_only__LightGBM__class_weight,splice,2,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.5926,1551,0,2,310,310,True,0.9410288582183187,0.9248104096584634,0.9314275468121621,0.9403111896307533,0.9039981037242922,0.93717277486911
splice__seed2__imbalance_only__LightGBM__random_oversample,splice,2,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.8198,1551,0,2,310,310,True,0.944792973651192,0.929115053620659,0.9364841696291338,0.9439733110982947,0.9103441884884821,0.9528795811518325
splice__seed2__noise_imbalance__LogisticRegression__none,splice,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,0.0292,1392,478,2,278,278,True,0.6122961104140527,0.4724369472477257,0.4746513651110107,0.5459579662069203,0.3383170325825528,0.225130890052356
splice__seed2__noise_imbalance__LogisticRegression__class_weight,splice,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,0.0288,1392,478,2,278,278,True,0.6800501882057717,0.7001956500661827,0.672476008308451,0.6846712451929002,0.5185264550842992,0.7329842931937173
splice__seed2__noise_imbalance__LogisticRegression__random_oversample,splice,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.0414,1392,478,2,278,278,True,0.6524466750313677,0.6694125123302223,0.6434997692424941,0.6576267798723806,0.4750453125834564,0.7120418848167539
